Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.0135641244573747,8.60866857934752e-06,0.0135555157887954,0.555166558226231,0.555000830607102,0.555000830540337
iBoostDiode,Output-stage charge balance,0.263560832329084,0.250005316540289,0.0135555157887954,0.614496704069789,0.608805835445952,0.555105293592697
