Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.0103275434026165,0.000308777490578529,0.010018765912038,0.33086936408733,0.330708290313926,0.330708146163382
iBoostDiode,Output-stage charge balance,0.260331098601047,0.250312332689009,0.010018765912038,0.420929575999766,0.414808016977405,0.33077095859902
