Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.00628169707274438,6.9114036432046e-05,0.00621258303631233,0.103580693544156,0.103390063031824,0.103390039931197
iBoostDiode,Output-stage charge balance,0.0562795151026136,0.0500669320663013,0.00621258303631232,0.117718674013115,0.114878196703084,0.103393918540796
