Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.00635530002363064,0.000148403013224686,0.00620689701040596,0.103906306335126,0.10371187338619,0.103711767209988
iBoostDiode,Output-stage charge balance,0.0563576773588463,0.0501507803484403,0.00620689701040596,0.118038646935925,0.115204319114943,0.103715641892533
