Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.0101950703186743,1.32234643196909e-05,0.0101818468543546,0.141940985813972,0.141574376812683,0.141574376195128
iBoostDiode,Output-stage charge balance,0.0601949958139551,0.0500131489596004,0.0101818468543546,0.153844876443519,0.150153666474498,0.141579689528123
