Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.0119375886620166,8.21171545518381e-06,0.0119293769465614,0.352622170969827,0.352420046966461,0.352420046870791
iBoostDiode,Output-stage charge balance,0.261787610747044,0.249858233800483,0.0119293769465614,0.439066845090091,0.432060271622625,0.352486795946628
