Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.0131971187437851,-1.21507802136591e-05,0.0132092695239987,0.287813973730418,0.287511251395485,0.287511251138727
iBoostDiode,Output-stage charge balance,0.138197431637926,0.124988162113927,0.0132092695239987,0.319024726839055,0.313528765653221,0.287538251756901
