Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.0126654464283845,1.33910930046568e-05,0.0126520553353798,0.365142129050225,0.364922404153845,0.364922403908147
iBoostDiode,Output-stage charge balance,0.262451644228058,0.249799588892678,0.0126520553353798,0.449555385945006,0.442288383393803,0.364992026589832
