Signal,CorrectionMethod,RawAverage_A,TargetAverage_A,RemovedDCBias_A,RawRMS_A,CorrectedRMS_A,RippleRMS_A
iCout,Capacitor charge balance,0.0135406613794889,-1.0131050204285e-05,0.0135507924296932,0.55472062682192,0.554555339360958,0.554555339268417
iBoostDiode,Output-stage charge balance,0.263403128188243,0.249852335758549,0.0135507924296931,0.614026558172849,0.608336745467711,0.55465972109235
